N,RL_avg_rank_algo_mean,RL_avg_rank_algo_std,RL_avg_rank_mean,RL_avg_rank_std,RL_num_tweets_mean,RL_num_tweets_std,RL_r_2_algo_mean,RL_r_2_algo_std,RL_r_2_mean,RL_r_2_std,RL_top_k_algo_mean,RL_top_k_algo_std,RL_top_k_mean,RL_top_k_std,RL_u_2_mean,RL_u_2_std,RQ_algo_avg_rank_algo_mean,RQ_algo_avg_rank_algo_std,RQ_algo_avg_rank_mean,RQ_algo_avg_rank_std,RQ_algo_num_tweets_mean,RQ_algo_num_tweets_std,RQ_algo_r_2_algo_mean,RQ_algo_r_2_algo_std,RQ_algo_r_2_mean,RQ_algo_r_2_std,RQ_algo_top_k_algo_mean,RQ_algo_top_k_algo_std,RQ_algo_top_k_mean,RQ_algo_top_k_std,RQ_avg_rank_algo_mean,RQ_avg_rank_algo_std,RQ_avg_rank_mean,RQ_avg_rank_std,RQ_num_tweets_mean,RQ_num_tweets_std,RQ_r_2_algo_mean,RQ_r_2_algo_std,RQ_r_2_mean,RQ_r_2_std,RQ_top_k_algo_mean,RQ_top_k_algo_std,RQ_top_k_mean,RQ_top_k_std,algo_feed,capacity,capacity_std,chpt_file,duration,for_epoch,karimi_avg_rank_algo_mean,karimi_avg_rank_algo_std,karimi_avg_rank_mean,karimi_avg_rank_std,karimi_num_tweets_mean,karimi_num_tweets_std,karimi_r_2_algo_mean,karimi_r_2_algo_std,karimi_r_2_mean,karimi_r_2_std,karimi_top_k_algo_mean,karimi_top_k_algo_std,karimi_top_k_mean,karimi_top_k_std,num_batches,num_followees,num_followers,num_other_posts,num_own_posts,num_segments,num_wall_tweets,poisson_avg_rank_algo_mean,poisson_avg_rank_algo_std,poisson_avg_rank_mean,poisson_avg_rank_std,poisson_num_tweets_mean,poisson_num_tweets_std,poisson_r_2_algo_mean,poisson_r_2_algo_std,poisson_r_2_mean,poisson_r_2_std,poisson_top_k_algo_mean,poisson_top_k_algo_std,poisson_top_k_mean,poisson_top_k_std,q_RQ,q_RQ_algo,reward_kind,user_id,user_idx,window_end,window_start
200,41.79480228129381,4.491920668720732,41.06517897018319,4.393170403525022,68.68,4.961612641067418,73.79670754973792,15.085724307132875,71.95087551536831,14.673408518985251,133.82317581287018,2.0910471968488724,133.09278227219033,1.948849233783395,94.26604948811219,9.934415986485417,11.28440036550819,1.3509799531203965,10.416804964010954,1.2144922666047517,62.92,1.64730082255792,12.762820355424047,1.6179787979285045,11.507441305835965,1.398150690241744,152.98376054943452,1.340709577521328,153.66817297408414,1.193018509695366,9.459271262912953,1.1213594429490994,8.78077002064074,1.0383556646166585,64.24,1.581897594662815,10.414356743124081,1.2572287902238088,9.509337312917378,1.1842189194486024,154.56030575992,1.1234944961812017,155.12554790807218,1.01192183729481,True,68.68,4.961612641067418,/NL/crowdjudged/work/rl-broadcast/top_k_algo-last/train-save-user_idx-4/tpprl.ckpt-1040,3562.7632168458786,-1,167.6502101839095,41.28348606313653,167.18769285191445,41.29285654811182,69.36,8.26984884988837,621.28964655871,299.7328570857544,618.7467058698801,300.01525994068567,92.60404149225157,8.03938840249166,91.38190086168855,8.222864563438568,25,1,1,4357,437,10,69,177.87485816726564,36.06463054359662,177.3052846822275,36.07209828447032,65.2,7.386474125047755,750.258894794069,317.9390200932685,747.7100596142076,316.92396315234924,93.57221033520531,6.99404560566629,91.97356213212511,7.165187328347003,0.020625,0.030517578125,top_k_reward,46772416,4,7578.867980884111,7415.325946601536
200,228.2936658648344,72.13936810452535,228.5442944280834,72.03809846925763,7.84,1.9530488985173924,5736.07247027769,4095.7260704651108,5740.575746495559,4090.6370809727537,2.885617173313631,0.6376769928171332,1.9586176884876112,0.8167367822411972,4.142063462597144,0.4768199552230704,158.0238824763227,22.09974501316138,158.30320720622697,22.120392935390527,8.52,1.203993355463393,2239.496586426008,605.9997421311219,2244.3366794168273,607.1752614614112,2.962218775501142,0.7204528089496851,2.9421362758457326,0.7278248052547229,141.47010214905117,20.740748876396626,141.74285622994068,20.701377386259963,9.48,1.4176036117335482,1802.4383108903942,521.4047649004536,1806.9156007550407,520.2747419577048,3.172002708764667,0.6569987884999067,3.1502038744762193,0.6617997158254117,True,7.84,1.9530488985173924,/NL/crowdjudged/work/rl-broadcast/top_k_algo-last/train-save-user_idx-3/tpprl.ckpt-1040,149.83012246117096,-1,424.20922724141127,152.96245444425782,424.63918025333595,153.15834278345383,8.28,2.7931344400153746,20486.038269237764,13778.732194917398,20505.318201149064,13802.076770902262,3.4131236611049007,0.8385205781720695,2.657488663484246,1.1109540263595963,25,1,1,1377,200,10,114,275.8806702783215,88.31200291085179,276.26006511626224,88.36826869829687,6.76,2.3542302351299456,8148.453650004397,5202.268250906359,8158.547696210798,5204.919206329148,2.9674416120139266,0.7565575100418056,1.8435295610811409,0.798781228666209,337.92,500.0,top_k_reward,44180576,3,1864.0568996415773,1842.2950808382118
200,87.7377732888005,16.89853847071883,199.36470925419536,30.1084542790695,17.52,2.5317187837514656,855.1346541113832,512.5773658000262,1432.8684315545934,423.2678972652608,33.521009258919605,0.8587627563145873,23.373487045105083,2.246680032616035,10.52130846190898,2.2562134256738493,86.95937216191008,12.581457647267296,204.16364209812076,27.687428255237513,16.36,2.381260170581955,757.967208723769,270.57803741004324,1396.1727152271021,326.934055620627,33.34803123072174,0.8556842506855963,24.698776100857014,2.641326229100977,58.478421341029716,3.81055598026088,104.63160047252639,13.746593722462023,23.4,2.6832815729997477,226.99219467417407,38.132333878587666,404.441303680622,95.24238125514876,35.381115452554205,0.4397373433359349,29.19680683588449,2.713046411428479,True,17.52,2.5317187837514656,/NL/crowdjudged/work/rl-broadcast/top_k_algo-last/train-save-user_idx-6/tpprl.ckpt-1040,4979.338410991638,-1,177.24323985206138,76.72378813324677,279.26930861954776,73.49447921460582,17.36,3.8144986564422854,3172.741667147013,2364.4171777836077,2791.9540061811767,1501.465182556679,29.298449721267552,3.0050923556756124,19.742777395547108,2.5841359409101097,25,2,2,16811,1432,10,179,214.39204857907598,91.08999311225693,301.9880121573567,86.6065819902904,15.76,3.68,4434.41852442094,2836.125312218389,3435.7656021179655,1715.2629606415287,27.982158013542684,3.4159264662873543,18.223069819387202,4.304710713811175,84.48,62.5,top_k_reward,50027578,6,4990.442054958185,4931.2030042058
200,5.2039937626225585,7.699093955070921,122.77973705084844,23.097125996425405,17.32,1.76,138.92416412852864,426.744574687645,1022.9073021197438,522.510828754968,59.29741218781419,0.4751896337874,39.8648998057756,1.9313813267253408,11.950904833610677,2.6803528337893563,31.21074532073908,0.0,224.40496428643047,8.290345003091203e-07,9.0,0.0,424.9647873460017,0.0,2535.2471560364115,8.191232081650577e-06,54.64133372321885,0.0,35.56939605416985,1.9236238036142045e-07,5.846832982895721,4.023101215248641,52.69155793792808,6.653855624973042,24.16,2.411306699696246,18.624313858381356,17.8722600946359,132.0171013497842,35.43360099713982,57.59118472465925,1.3196484308532768,41.77859299553951,1.7338578040376142,True,17.32,1.76,/NL/crowdjudged/work/rl-broadcast/top_k_algo-last/train-save-user_idx-0/tpprl.ckpt-1040,762.0949074074069,-1,93.6983222371986,99.8270768741672,243.09739984662315,172.61814232801837,16.44,3.4302186519229356,4268.233737122046,7560.687006050978,7843.263209940201,14250.024162190122,53.77860744255318,2.5506888137750594,37.702667826254725,2.6461650888332477,25,2,2,2537,1552,10,126,142.95302376511916,103.67359738138924,305.69429344060364,171.00249448462156,15.6,3.655133376499413,6943.692121702596,7332.1501813527575,10474.67449118344,12101.441791609834,52.72122704285153,2.9960400145512263,37.12781294624234,3.00606964667397,21.12,4.440892098500626e-13,top_k_reward,68491917,0,9592.161364994026,9532.082933192103
200,9.780995963427268,4.12875870640274,23.131988974135947,3.92378601973393,11.52,1.8356470248934025,53.36461364691,34.32444517076088,47.78857591395578,18.59647676658066,19.684840700087808,0.7122357479740061,13.908296479978471,0.6836009043100663,10.24308125958459,2.3794623753996165,6.686547046384075,1.403628808496957,21.733651154914295,1.7120597355192648,10.92,0.8908422980528035,29.5189966781142,7.263027197512285,35.912668184856095,3.961421968329168,20.258879513196007,0.2436124531792693,14.255921757364394,0.23550137284140643,0.7802013907342189,0.21034265099582447,8.172522370773349,0.776035147987915,22.52,1.8998947339260668,1.0196448178361606,0.6594894446011546,6.517998780135127,1.1090730672763667,21.62428778733236,0.12241264740176229,17.031030949594477,0.4655273138733457,True,11.52,1.8356470248934025,/NL/crowdjudged/work/rl-broadcast/top_k_algo-last/train-save-user_idx-570/tpprl.ckpt-1040,8121.197356630824,-1,21.157685810451802,13.536692324356686,32.84993893501994,11.845876486502647,11.6,3.1240998703626617,170.7410324361548,155.1621970631213,101.71433160220653,73.78231621241582,18.450322209796358,1.4345144540272243,13.537238478690488,0.8920932904963564,25,4,4,72718,215,10,72,29.977334282977246,16.787445335469968,42.05055881144877,16.55131688738748,10.04,3.193493384993932,256.3862831834629,189.42376402501617,162.26309056567345,109.61365377640254,17.253551797098407,1.8851120425495218,12.476624901882369,1.581605745859467,2.64,0.244140625,top_k_reward,56083891,570,9974.005002986858,9951.668862398199
200,69.55135733449555,24.079217001737362,83.97250625678565,28.46741648497722,11.04,2.2357101779971393,1782.3001445778862,850.4293869356839,1258.3174702463537,836.2188423086992,13.167721925977094,1.1765904366051867,9.860289112330392,1.2991439750178484,8.898576802034711,1.5275740141033813,53.00455185163737,9.132658624866858,60.29654868505213,10.30844252898946,9.96,1.6608431593621356,955.2516263657515,210.2691708280386,371.7893737527505,156.5936426792301,12.586612446292275,1.2081544419111425,9.54584725601539,1.2674752353963965,23.765962983122737,1.5751999995013404,20.13258734315747,2.525445753142191,19.96,2.4245411937106787,465.4748326478584,22.18773941247439,60.155888307053175,16.559091082127676,15.88615047035477,0.32804371192678133,13.80140865579782,0.5035531082229072,True,11.04,2.2357101779971393,/NL/crowdjudged/work/rl-broadcast/top_k_algo-last/train-save-user_idx-409/tpprl.ckpt-1040,8090.921818996417,-1,83.85780826384216,30.292580714623877,88.60357926652665,32.98138757378264,11.48,3.1256359352938086,2119.7056016625374,1050.8662720486145,1266.649785550999,835.0301069905465,11.881646834970452,1.7112287080084236,10.065183806253286,1.7283123497549315,25,3,3,80829,329,10,181,113.03687144840194,52.05436603357,127.27810262609792,55.313388917202225,9.64,2.826729559048761,3356.7899870490633,1976.5099006549867,2519.4290695099953,1900.883713409036,11.18095212473956,2.0132772616074504,8.1473121178846,1.9438210603153148,10.56,250.0,top_k_reward,20658639,409,8098.51217144564,8078.492322581998
200,25.53002780729599,11.342326383586103,35.22552373816119,14.331617242404308,4.88,1.8829763673503712,340.2075319056714,288.97041048051767,250.29921991531447,208.54038649930374,5.85958013192765,0.7081644665844926,3.928908940846246,0.9348524109389826,3.7650419556281607,0.634354875719718,23.01600048098346,5.55078595141073,27.202013204519535,5.173092479187354,4.48,0.8541662601625049,249.10811722035425,97.98250243392013,121.79862517443487,43.12357048943755,5.90982826030656,0.3820893026019592,4.747239379968392,0.29106982374298085,4.4191092258630515,1.3040100547011686,9.974294025898693,1.2782062171030875,12.84,1.68949696655543,23.541837566379762,10.01687784064898,18.569899211032077,4.37300852355732,7.863979446514495,0.21859725260524943,5.933147425354982,0.2616794270571064,True,4.88,1.8829763673503712,/NL/crowdjudged/work/rl-broadcast/top_k_algo-last/train-save-user_idx-577/tpprl.ckpt-1040,4632.986111111111,-1,34.052832420913425,11.90573885398302,39.768731875958174,14.384860119812467,4.84,2.1481154531356084,539.8914574328367,357.4725131298547,305.7392924402205,221.05583130751432,5.552639218692261,0.5715713630751642,4.3781191258474506,0.7894184142007401,25,5,5,100611,294,10,120,32.66386216255683,18.574747799186785,47.65596622894068,30.465790361577874,4.04,1.6365818036383029,535.8184119298412,633.2018728466562,494.7880418407296,674.8935576615308,5.458037170541939,0.7576302816566997,3.3254979223558108,1.2010160118340798,21.12,1000.0,top_k_reward,58497577,577,7788.308318399045,7779.098617449624
200,196.1357186876111,73.45229311438261,201.08910692075136,71.38893183352097,2.12,1.4232357499725756,20571.08810354731,12998.11108648399,11715.908984128942,7373.201646619377,1.7949360349099153,0.45969719263118974,1.3418402619983436,0.40388670840568186,1.5293221135078152,0.8219743900960467,219.3336533405027,85.95599724899708,224.33275269196062,83.72787571160674,2.2,0.8,24236.95950162437,16111.177994016223,14351.578489850619,9635.68897266078,1.2934911477599962,0.6907549271690955,0.904567005267357,0.5722276832434982,82.038873089419,20.225904382808423,91.9247168588443,18.56258631662317,4.84,0.88,4058.4703959110498,1764.0150440820585,2440.9396305546775,1041.089992672725,2.4620436828160748,0.3363187373187783,1.6654752193546787,0.2530682109523425,True,2.12,1.4232357499725756,/NL/crowdjudged/work/rl-broadcast/top_k_algo-last/train-save-user_idx-39/tpprl.ckpt-1040,5350.115740740742,-1,264.485822532371,12.177437582600025,267.6041262889361,12.182068526833525,2.08,0.844748483277715,33813.93153842018,2367.220208264999,18858.297761801834,1412.610068140565,2.0102361534808733,0.05719432899486349,1.674012553054781,0.05105821623780911,25,3,3,185676,3400,10,349,225.22374823314203,91.38584192192592,229.0567748634494,89.19007735502562,1.44,1.2674383614203888,25433.11086865352,16879.147348159673,14932.514100698429,10108.322244557727,1.2480030427657038,0.8112149063404995,0.8573365809299988,0.6701317147188666,5406.72,384000.0,top_k_reward,44155559,39,7222.300627240144,7216.537776100804
200,43.80442681193541,21.677990306529917,52.03545173549761,27.96999896366454,2.12,1.6079800993793425,2475.561572520761,2038.3318480319076,1280.7760099620107,1218.5906607185086,1.3019561642654298,0.29992274378564937,0.7250003410507269,0.4279329505212265,1.6968591890266034,0.24845502078336876,48.164199354582244,18.511523264084925,50.211020108001385,18.194673242132808,2.2,0.6928203230275509,2736.4279559962433,1938.8421377681886,1013.2316676231727,725.2844339739981,1.2701164852366855,0.1807479724806428,1.0358809795296258,0.129657939671128,15.22253545374737,3.674683960444123,18.44595646402792,3.4741147659234723,5.96,1.0384603988597736,375.1775009223859,152.16120708708243,143.50549798560223,52.02834250415786,1.928609335215995,0.17933827012620937,1.4568147618999356,0.16170534604506845,True,2.12,1.6079800993793425,/NL/crowdjudged/work/rl-broadcast/top_k_algo-last/train-save-user_idx-86/tpprl.ckpt-1040,649.9029271206691,-1,50.96002497121147,21.44616163290135,62.82191809310228,27.819291908071715,1.84,1.3469966592386189,3072.5042788455735,2173.845578079263,1716.82719641407,1308.7574034913482,1.2627526163428342,0.2595952257190537,0.5395142823439018,0.3488402892502032,25,5,5,34455,390,10,211,54.038061809260405,23.003897856915653,63.42099845689534,30.199152011506243,1.44,1.2674383614203888,3388.4122625256377,2371.3689470077393,1720.7515190739402,1429.7017655192901,1.1596584518289093,0.2627537736929413,0.5914808177375526,0.4315809518122711,337.92,64000.0,top_k_reward,62989899,86,6291.338112305855,6287.565638487131
200,13.450274250753944,7.221187765111373,53.84277201663116,40.41186226190045,1.72,1.2496399481450646,325.71545438639384,263.0121182892638,893.3005240367222,829.9979372285427,5.236628609683719,0.2087621728084164,2.6964667091840973,1.9223051679398444,0.7248294330087927,0.1287637293801514,14.964183015866302,6.012407644603318,16.121910498601252,5.952969551917592,1.76,0.5122499389946279,381.960538556139,235.673375361681,56.28318577439716,34.89476263673063,5.229756393660512,0.16821530847478444,5.091183556618148,0.1480298241774409,1.2744784488752507,0.4672317040546748,2.474318557300083,0.4845428114612963,8.52,1.2998461447417538,6.487737674099099,3.1896772469351045,1.9657854698362802,0.7995673202825199,5.8861396484485,0.0903210375660818,5.488315723929068,0.06553677103723317,True,1.72,1.2496399481450646,/NL/crowdjudged/work/rl-broadcast/top_k_algo-last/train-save-user_idx-916/tpprl.ckpt-1040,9896.994474313024,-1,13.55657222520814,7.1915733186086435,50.156937717640034,40.40057824748009,1.6,1.4696938456699071,320.01124558846453,263.54875101449153,814.8557478550085,853.7293085200758,5.228678398990205,0.2405323435841828,2.9263226058483944,1.9074228259628254,25,5,13,316389,599,10,80,16.783510770962426,7.710281212320866,71.00435352535483,43.28638408636748,1.04,1.076289923765897,446.3613454033302,285.94276144279564,1255.721118937783,906.2664580850575,5.141418580409821,0.22010690516464884,1.9312004748383165,2.037455060677991,21.12,128000.0,top_k_reward,43987053,916,9960.355062724015,9954.098843655518
